category,object_type,object_id,object_name,field,current_value,unit_or_normalization,xml_or_runtime_source,target_leg,structural_group,spans_hip,spans_knee,hip_contractile_action,knee_contractile_action,hip_moment_arm_max_abs_m,knee_moment_arm_max_abs_m,taxonomy_family,taxonomy_class,interpretation,notes
MUSCLE_ACTUATOR,actuator,62,glmin3_l,actuator_lengthrange,"[0.0345943,0.11994]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,62,glmin3_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.0939983,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,62,glmin3_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,62,glmin3_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,62,glmin3_l,tendon_transmission,"{""tendon_id"":62,""tendon_name"":""glmin3_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,63,grac_l,force,"{""gainprm_2"":280.263,""biasprm_2"":280.263}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=grac_l_tendon
MUSCLE_ACTUATOR,actuator,63,grac_l,fpmax,"{""gainprm_7"":1.68108,""biasprm_7"":1.68108}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,63,grac_l,range,"[0.652458,1.62414]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,63,grac_l,actuator_lengthrange,"[0.320644,0.541993]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,63,grac_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,63,grac_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,63,grac_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,63,grac_l,tendon_transmission,"{""tendon_id"":63,""tendon_name"":""grac_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,64,iliacus_l,force,"{""gainprm_2"":974.831,""biasprm_2"":974.831}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=iliacus_l_tendon
MUSCLE_ACTUATOR,actuator,64,iliacus_l,fpmax,"{""gainprm_7"":1.69465,""biasprm_7"":1.69465}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,64,iliacus_l,range,"[0.24456,1.23695]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,64,iliacus_l,actuator_lengthrange,"[0.122191,0.22798]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,64,iliacus_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.0,""lmax"":1.8511,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,64,iliacus_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,64,iliacus_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,64,iliacus_l,tendon_transmission,"{""tendon_id"":64,""tendon_name"":""iliacus_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,65,perbrev_l,force,"{""gainprm_2"":496.73,""biasprm_2"":496.73}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=perbrev_l_tendon
MUSCLE_ACTUATOR,actuator,65,perbrev_l,fpmax,"{""gainprm_7"":1.61433,""biasprm_7"":1.61433}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,65,perbrev_l,range,"[0.845027,1.32175]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,65,perbrev_l,actuator_lengthrange,"[0.185892,0.207535]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,65,perbrev_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.467464,""lmax"":3.06759,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,65,perbrev_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,65,perbrev_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,65,perbrev_l,tendon_transmission,"{""tendon_id"":65,""tendon_name"":""perbrev_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,66,perlong_l,force,"{""gainprm_2"":997.426,""biasprm_2"":997.426}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=perlong_l_tendon
MUSCLE_ACTUATOR,actuator,66,perlong_l,fpmax,"{""gainprm_7"":1.41808,""biasprm_7"":1.41808}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,66,perlong_l,range,"[0.816281,1.3032]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,66,perlong_l,actuator_lengthrange,"[0.373688,0.398423]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,66,perlong_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.540714,""lmax"":3.40374,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,66,perlong_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,66,perlong_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,66,perlong_l,tendon_transmission,"{""tendon_id"":66,""tendon_name"":""perlong_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,67,piri_l,force,"{""gainprm_2"":822.575,""biasprm_2"":822.575}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=piri_l_tendon
MUSCLE_ACTUATOR,actuator,67,piri_l,fpmax,"{""gainprm_7"":0.992879,""biasprm_7"":0.992879}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,67,piri_l,range,"[0.1,1.8]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,67,piri_l,actuator_lengthrange,"[0.0953594,0.167006]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,67,piri_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.0713008,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,67,piri_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,67,piri_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,67,piri_l,tendon_transmission,"{""tendon_id"":67,""tendon_name"":""piri_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,68,psoas_l,force,"{""gainprm_2"":1366.97,""biasprm_2"":1366.97}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=psoas_l_tendon
MUSCLE_ACTUATOR,actuator,68,psoas_l,fpmax,"{""gainprm_7"":1.03401,""biasprm_7"":1.03401}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,68,psoas_l,range,"[0.497633,1.12953]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,68,psoas_l,actuator_lengthrange,"[0.157716,0.231585]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,68,psoas_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.0118191,""lmax"":1.73378,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,68,psoas_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,68,psoas_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,68,psoas_l,tendon_transmission,"{""tendon_id"":68,""tendon_name"":""psoas_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,69,recfem_l,force,"{""gainprm_2"":2205.94,""biasprm_2"":2205.94}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=recfem_l_tendon
MUSCLE_ACTUATOR,actuator,69,recfem_l,fpmax,"{""gainprm_7"":1.95607,""biasprm_7"":1.95607}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,69,recfem_l,range,"[0.1,1.8]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,69,recfem_l,actuator_lengthrange,"[0.423402,0.713662]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,69,recfem_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.1,""lmax"":3.5,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,69,recfem_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,69,recfem_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,69,recfem_l,tendon_transmission,"{""tendon_id"":69,""tendon_name"":""recfem_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,70,sart_l,force,"{""gainprm_2"":248.635,""biasprm_2"":248.635}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=sart_l_tendon
MUSCLE_ACTUATOR,actuator,70,sart_l,fpmax,"{""gainprm_7"":1.79532,""biasprm_7"":1.79532}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,70,sart_l,range,"[0.602155,1.16939]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,70,sart_l,actuator_lengthrange,"[0.366668,0.595265]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,70,sart_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.00170046,""lmax"":1.82656,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,70,sart_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,70,sart_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,70,sart_l,tendon_transmission,"{""tendon_id"":70,""tendon_name"":""sart_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
MUSCLE_ACTUATOR,actuator,71,semimem_l,force,"{""gainprm_2"":2196.22,""biasprm_2"":2196.22}",N peak active force F0; also scales passive bias,XML general gainprm/biasprm index 2; muscle shortcut attribute force,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FORCE_CAPACITY_SCALE,A,actual MuJoCo muscle force capacity field,transmission=semimem_l_tendon
MUSCLE_ACTUATOR,actuator,71,semimem_l,fpmax,"{""gainprm_7"":1.30483,""biasprm_7"":1.30483}",passive force at lmax relative to F0,XML general gainprm/biasprm index 7; muscle shortcut attribute fpmax,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_PASSIVE_FP_MAX_SCALE,A,passive FLV magnitude parameter,
MUSCLE_ACTUATOR,actuator,71,semimem_l,range,"[0.1,1.8]",scaled muscle length in units of L0,gainprm/biasprm indices 0:2; XML muscle range,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_OPERATING_RANGE,D,normalized muscle operating range used to infer L0/LT,
MUSCLE_ACTUATOR,actuator,71,semimem_l,actuator_lengthrange,"[0.299644,0.504801]",m of tendon transmission length,compiled mjModel.actuator_lengthrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,ACTUATOR_LENGTH_RANGE,E,transmission length range; not physiological normalized fiber length,
MUSCLE_ACTUATOR,actuator,71,semimem_l,lmin_lmax_vmax_fvmax,"{""lmin"":0.05,""lmax"":3.49955,""vmax"":10.0,""fvmax"":1.4}",MuJoCo normalized FLV parameters,"gainprm/biasprm indices 4,5,6,8",False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_FLV_SHAPE_OTHER,D,active/passive FLV shape context,
MUSCLE_ACTUATOR,actuator,71,semimem_l,activation_time_constants,"[0.01,0.04,0.0]","s, s, smoothing control unit",mjModel.actuator_dynprm; XML timeconst/tausmooth,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,MUSCLE_ACTIVATION_TIME_CONSTANTS,B,activation and deactivation dynamics,
MUSCLE_ACTUATOR,actuator,71,semimem_l,control_range,"[0.0,1.0]","dimensionless neural control [0,1]",mjModel.actuator_ctrlrange,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,LOW_BACKGROUND_ACTIVATION_STATE,B,"state/episode condition, not structural identity",
MUSCLE_ACTUATOR,actuator,71,semimem_l,tendon_transmission,"{""tendon_id"":71,""tendon_name"":""semimem_l_tendon""}",named structural mapping,mjModel.actuator_trnid,False,OUTSIDE_TARGET_COORDINATES,False,False,NONE,NONE,0.0,0.0,TENDON_PATH_ATTACHMENTS_AND_WRAPS,E,frozen muscle-tendon geometry mapping,
