case_id,semantic_id,iteration,event_type,predicted_delta_J,truth_delta_J,predicted_meaningful_improvement,truth_meaningful_improvement,false_improvement,truth_attached_posthoc,truth_used_for_selection
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00621828998373,-0.00672016238293,True,True,False,True,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00620323399311,-0.00669929835926,True,True,False,True,False
prospective_subject_002__hip_knee_coupling_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00618812967371,-0.00667843346042,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,1,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00571759915175,-0.0113573784518,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,2,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0057055237528,-0.011284478219,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,3,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0056945129272,-0.0112117917223,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,4,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00568400924072,-0.0111392748524,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,5,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00567381212632,-0.011066929369,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,6,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.0056638114793,-0.0109947570308,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,7,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00565394188729,-0.0109227595959,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00564416208188,-0.0108509388206,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00563444476585,-0.01077929646,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00562477118232,-0.0107078342667,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00561512803008,-0.0106365539914,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00560550562826,-0.0105654573819,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00559589677132,-0.0104945461831,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00558629599506,-0.0104238221366,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,15,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00557669908728,-0.0103532869803,True,True,False,True,False
prospective_subject_003__combined_strong,S3_BUNDLE_ENDPOINT_TWO_GATE,16,BUNDLE_ENDPOINT_AUTHORIZATION_POSTHOC,-0.00556710275545,-0.0102829424482,True,True,False,True,False
