sequence_id,cache_sequence_id,scheduled_time_ns,call_start_ns,call_end_ns,query_latency_ms,host_call_start_monotonic_ns,host_call_end_monotonic_ns,latency_ms,success,error_code,error_message,robot_state_at_call,robot_operation_state,latest_rt_sequence,latest_rt_timestamp,latest_rt_timestamp_ns,latest_rt_age_ms,rt_sequence_after_call,rt_updates_during_call,previous_success_latency_ms,time_since_last_success_ms,cartesian_force_raw_n,cartesian_torque_raw_nm,joint_measured_torque_nm,joint_external_torque_nm
3125,3125,3116467275888400,3116467285152200,3116467286303900,1.1517,3116467285152200,3116467286303900,1.1517,True,,,IDLE,IDLE,19454,3116467.2771481,3116467277148100,8.06119991466403,19454,0,1.1717,55.9677,"[-4.782190918278098, -4.954359956572505, -7.563183597176254]","[1.7073784541505748, -0.873221849830911, 0.6529317714306488]","[1.3448888888888986, -75.75609193362754, 19.019321640352167, 3.3446540648740526, 0.23866157551886746, 0.6526112771270975]","[1.3448888888888961, -2.9770748373287574, 3.826817630147451, 1.2682316072810558, 0.24408585734321575, 0.6526071497873652]"
3126,3126,3116467325888400,3116467333067500,3116467334416600,1.3491,3116467333067500,3116467334416600,1.3491,True,,,IDLE,IDLE,19460,3116467.3253996,3116467325399600,7.8166997991502285,19460,0,1.1517,48.1127,"[-4.5490085495941175, -5.761309277635437, -9.071329327744381]","[3.076602410711136, -0.7640101508938228, 0.7821767230454392]","[1.700444444444454, -76.70615505499975, 19.322985786440785, 2.9918743314992837, 0.14403141386202706, 0.774048972219815]","[1.7004444444444482, -3.9271624342926685, 4.130482046445618, 0.9154520160332713, 0.14945564502843675, 0.7740448446631484]"
3127,3127,3116467375888400,3116467389080900,3116467390062100,0.9812,3116467389080900,3116467390062100,0.9812,True,,,IDLE,IDLE,19467,3116467.3808736,3116467380873600,8.234499953687191,19467,0,1.3491,55.6455,"[-4.261655835689589, -5.168957789491941, -8.763560922528733]","[1.0724185403195787, -0.6357074329871947, 0.6762976735651232]","[1.5226666666666764, -76.70615505499975, 19.221764404411246, 3.647036693480998, 0.07305879261939673, 0.6768988161456411]","[1.5226666666666737, -3.9271613574701973, 4.029259587594138, 1.5706143408131288, 0.0784830212783028, 0.6768946884480543]"
3128,3128,3116467425888400,3116467437102800,3116467438034700,0.9319,3116467437102800,3116467438034700,0.9319,True,,,IDLE,IDLE,19473,3116467.4290072,3116467429007200,8.123899810016155,19473,0,0.9812,47.9726,"[-4.734445083178414, -5.852148418485548, -8.299568164588669]","[2.3556983037078125, -0.7088466828969604, 0.8034131470003084]","[1.700444444444454, -76.32612980645088, 19.322985786440785, 3.2942569601062286, 0.07305879261939673, 0.7983365112383585]","[1.700444444444448, -3.5471465784300165, 4.1304672337468435, 1.2178326704664602, 0.07848354871749162, 0.7983323844559594]"
3129,3129,3116467475888400,3116467493200600,3116467494449700,1.2491,3116467493200600,3116467494449700,1.2491,True,,,IDLE,IDLE,19480,3116467.4851255,3116467485125500,8.10630014166236,19480,0,0.9319,56.415,"[-3.278992014635966, -4.454337121467838, -8.503538426348506]","[2.285445113781213, -0.3578079429461504, 0.6120378274003773]","[1.3448888888888986, -76.8961676792742, 18.81687887629309, 2.8910801219636353, -0.09254399028007403, 0.6040361990900106]","[1.3448888888888944, -4.117176085274323, 3.6243519576201138, 0.8146547580097199, -0.08711866147674922, 0.6040320731593056]"
3130,3130,3116467525888400,3116467533565300,3116467535014000,1.4487,3116467533565300,3116467535014000,1.4487,True,,,IDLE,IDLE,19485,3116467.5253253,3116467525325300,8.359699975699186,19485,0,1.2491,40.5643,"[-5.25288491334751, -6.3266975176594755, -10.139551623170988]","[3.231060741076244, -0.736843633342496, 0.8074859823729701]","[1.878222222222232, -77.27619292782308, 20.03153546064756, 3.143065645802756, 0.025743711790976516, 0.7983365112383585]","[1.8782222222222282, -4.497184147808369, 4.8390155613447785, 1.0666411766931412, 0.031168515610167025, 0.7983323845263492]"
3131,3131,3116467575888400,3116467580872800,3116467581879800,1.007,3116467580872800,3116467581879800,1.007,True,,,IDLE,IDLE,19491,3116467.5729572,3116467572957200,7.956500165164471,19491,0,1.4487,46.8658,"[-3.9913364742394792, -5.19385441962384, -8.506035914985363]","[2.389935731228497, -0.49683707269776894, 0.7326992045340801]","[1.5226666666666764, -76.70615505499975, 19.120543022381707, 3.092668541034932, -0.04522890945165381, 0.7254738941827281]","[1.5226666666666735, -3.927145988658694, 3.928022836752536, 1.016244074432811, -0.039803819253623356, 0.7254697679000842]"
3132,3132,3116467625888400,3116467637067500,3116467638055400,0.9879,3116467637067500,3116467638055400,0.9879,True,,,IDLE,IDLE,19498,3116467.6290058,3116467629005800,8.09649983420968,19498,0,1.007,56.1756,"[-2.920646733698347, -5.251552997433248, -9.514351862818872]","[1.887681653684119, -0.380159461630063, 0.7555907526779124]","[1.700444444444454, -77.46620555209752, 18.81687887629309, 3.243859855338404, -0.0215713690374437, 0.7497614332012715]","[1.7004444444444506, -4.687187379398651, 3.6243737896888124, 1.1674373604025101, -0.016147090149938727, 0.7497573057149948]"
3133,3133,3116467675888400,3116467677164500,3116467678301200,1.1367,3116467677164500,3116467678301200,1.1367,True,,,IDLE,IDLE,19503,3116467.6689914,3116467668991400,8.206400088965893,19503,0,0.9879,40.2458,"[-4.38976943713306, -5.305118221049942, -7.872354373893265]","[2.1951360112933878, -0.4975899902598555, 0.7317264647013076]","[1.5226666666666764, -76.32612980645088, 19.221764404411246, 3.1934627505705806, -0.09254399028007403, 0.7254738941827281]","[1.5226666666666717, -3.5471291060895425, 4.029252584761828, 1.1170393582827067, -0.08711947278727383, 0.7254697670483902]"
3134,3134,3116467725888400,3116467733988100,3116467735378900,1.3908,3116467733988100,3116467735378900,1.3908,True,,,IDLE,IDLE,19510,3116467.7251931,3116467725193100,8.90839984640479,19510,0,1.1367,57.0777,"[-4.839889984759927, -4.570956348149613, -8.45322685956276]","[2.07689889571993, -0.6010296515131788, 0.6087300932257504]","[1.1671111111111208, -76.51614243072531, 19.525428550499864, 3.1934627505705806, -0.04522890945165381, 0.6040361990900106]","[1.1671111111111185, -3.7371578395558345, 4.332908634657816, 1.117038426236439, -0.03980386948222529, 0.6040320725960566]"
3135,3135,3116467775888400,3116467781111700,3116467782608600,1.4969,3116467781111700,3116467782608600,1.4969,True,,,IDLE,IDLE,19516,3116467.7732077,3116467773207700,7.985600270330906,19516,0,1.3908,47.2297,"[-5.128366461108264, -6.242740323098115, -7.934803475399983]","[2.546289489441059, -0.6652305385541039, 0.7804770711557522]","[1.878222222222232, -76.13611718217643, 19.525428550499864, 3.243859855338404, -0.0215713690374437, 0.774048972219815]","[1.8782222222222291, -3.357125588598876, 4.332901632249216, 1.1674344912435686, -0.016146040663484195, 0.7740448462834854]"
3136,3136,3116467825888400,3116467829076200,3116467830397900,1.3217,3116467829076200,3116467830397900,1.3217,True,,,IDLE,IDLE,19522,3116467.8212304,3116467821230400,7.918599992990494,19522,0,1.4969,47.7893,"[-5.456277221519202, -5.927992199791794, -9.43218949888116]","[2.980256211149472, -0.9014502127907702, 0.731838692205176]","[1.700444444444454, -76.70615505499975, 19.829092696588482, 3.143065645802756, 0.16768895427623715, 0.7254738941827281]","[1.7004444444444502, -3.9271715410748413, 4.636573857990479, 1.0666413585295609, 0.17311399632380672, 0.7254697678240699]"
3137,3137,3116467875888400,3116467885151400,3116467886405100,1.2537,3116467885151400,3116467886405100,1.2537,True,,,IDLE,IDLE,19529,3116467.8770869,3116467877086900,8.119499776512384,19529,0,1.3217,56.0072,"[-3.775032885743213, -4.082345261830873, -9.18927712117606]","[2.181331551138661, -0.5159567829750666, 0.6829089965896924]","[0.989333333333343, -77.08618030354864, 19.120543022381707, 3.092668541034932, 0.002086171376766406, 0.6768988161456411]","[0.9893333333333404, -4.307204868854939, 3.928032263014888, 1.0162453307244168, 0.007510927527311506, 0.6768946893702787]"
3138,3138,3116467925888400,3116467933055400,3116467935075000,2.0196,3116467933055400,3116467935075000,2.0196,True,,,IDLE,IDLE,19535,3116467.9254188,3116467925418800,7.795099634677172,19535,0,1.2537,48.6699,"[-4.08008260357998, -5.404201989636939, -9.00737650584962]","[2.481202922326311, -0.7686254282031554, 0.6577417124981457]","[1.700444444444454, -76.70615505499975, 19.019321640352167, 3.0422714362671077, 0.21500403510465738, 0.6526112771270975]","[1.700444444444449, -3.927162147966314, 3.826817614030608, 0.965849123308586, 0.22042855264990757, 0.6526071499997963]"
3139,3139,3116467975888400,3116467989080100,3116467990579900,1.4998,3116467989080100,3116467990579900,1.4998,True,,,IDLE,IDLE,19542,3116467.9811902,3116467981190200,7.962000090628862,19542,0,2.0196,55.5049,"[-3.2894295539186658, -4.447002105503616, -8.563350933253322]","[1.5663635644134482, -0.5883998857890117, 0.6063205017878593]","[1.3448888888888986, -76.70615505499975, 18.61443611223401, 3.1934627505705806, 0.14403141386202706, 0.6040361990900106]","[1.3448888888888944, -3.9271634609998785, 3.421909193561035, 1.1170373866166652, 0.14945674266535186, 0.6040320731593056]"
3140,3140,3116468025888400,3116468029345300,3116468030610100,1.2648,3116468029345300,3116468030610100,1.2648,True,,,IDLE,IDLE,19547,3116468.0211906,3116468021190600,8.210300002247095,19547,0,1.4998,40.0302,"[-4.297345836468524, -5.228587109435713, -8.29629786636402]","[1.9219175967467828, -0.7434261598615636, 0.7037871604740266]","[1.5226666666666764, -76.32612980645088, 19.019321640352167, 3.2942569601062286, 0.16768895427623715, 0.7011863551641846]","[1.5226666666666722, -3.547138212451003, 3.8267947216791924, 1.2178315961523132, 0.17311428307956195, 0.7011822292334796]"
3141,3141,3116468075888400,3116468084943700,3116468086152900,1.2092,3116468084943700,3116468086152900,1.2092,True,,,IDLE,IDLE,19554,3116468.0772032,3116468077203200,7.815899793058634,19554,0,1.2648,55.5428,"[-3.3530587471279047, -6.892107412631173, -9.569719868690457]","[2.738184482655054, -0.5595090808838846, 0.7095479733169653]","[2.589333333333343, -77.27619292782308, 18.918100258322628, 2.9918743314992837, 0.09671633303360683, 0.7011863551641846]","[2.589333333333337, -4.497209699802212, 3.725581705628686, 0.9154500418595153, 0.10214108913170172, 0.7011822283817856]"
3142,3142,3116468125888400,3116468132947200,3116468134409300,1.4621,3116468132947200,3116468134409300,1.4621,True,,,IDLE,IDLE,19560,3116468.1255387,3116468125538700,7.545000407844782,19560,0,1.2092,48.2564,"[-4.443994013386918, -6.008197598290996, -8.54653486731629]","[2.576806703369931, -0.4844539598933197, 0.7580285463273223]","[1.878222222222232, -76.70615505499975, 19.424207168470325, 3.143065645802756, -0.11620153069428414, 0.7497614332012715]","[1.8782222222222293, -3.927179620306049, 4.231696409103506, 1.0666424354922408, -0.11077677454373905, 0.7497573064259092]"
3143,3143,3116468175888400,3116468180833600,3116468181804300,0.9707,3116468180833600,3116468181804300,0.9707,True,,,IDLE,IDLE,19566,3116468.1729482,3116468172948200,7.93249998241663,19566,0,1.4621,47.395,"[-4.0282972930839, -5.163615992270021, -9.436706218877353]","[2.9725184093833703, -0.626161729950959, 0.7100837965924092]","[1.5226666666666764, -77.08618030354864, 19.221764404411246, 2.8910801219636353, 0.07305879261939673, 0.7011863551641846]","[1.5226666666666766, -4.307196552992892, 4.029269534566822, 0.8146589230290204, 0.07848302634573309, 0.7011822277554748]"
3144,3144,3116468225888400,3116468236898000,3116468237992700,1.0947,3116468236898000,3116468237992700,1.0947,True,,,IDLE,IDLE,19573,3116468.2289949,3116468228994900,7.947100326418877,19573,0,0.9707,56.1884,"[-3.6557463105361827, -5.321753013338189, -7.841777670414045]","[2.581315431877153, -0.3384533900103509, 0.8565713430506499]","[1.5226666666666764, -76.51614243072531, 18.918100258322628, 3.0422714362671077, -0.16351661152270436, 0.8469115892754455]","[1.522666666666674, -3.737123971700086, 3.7255948853919616, 0.9658489438387048, -0.1580920462563589, 0.8469074622185341]"
3145,3145,3116468275888400,3116468277129200,3116468278332600,1.2034,3116468277129200,3116468278332600,1.2034,True,,,IDLE,IDLE,19578,3116468.2689494,3116468268949400,8.208499755710363,19578,0,1.0947,40.3399,"[-5.568765992570259, -5.422789416913823, -9.036765120458039]","[2.7532189507209646, -0.6761050906770161, 0.6113754305361796]","[1.5226666666666764, -76.70615505499975, 20.03153546064756, 3.092668541034932, -0.06888644986586392, 0.6040361990900106]","[1.5226666666666693, -3.927144675629478, 4.83903816737187, 1.0162471254284884, -0.0634621709259088, 0.6040320716107704]"
3146,3146,3116468325888400,3116468333401600,3116468335005500,1.6039,3116468333401600,3116468335005500,1.6039,True,,,IDLE,IDLE,19585,3116468.3249466,3116468324946600,8.582400158047676,19585,0,1.2034,56.6729,"[-4.0813792102767685, -5.81187271930255, -10.416963641657276]","[2.4891928422688703, -0.7933262406364746, 0.7061281976830347]","[1.878222222222232, -77.46620555209752, 19.322985786440785, 3.1934627505705806, 0.23866157551886746, 0.7011863551641846]","[1.8782222222222276, -4.6871948864008885, 4.130488206838708, 1.1170413374716275, 0.24408614083766292, 0.7011822281143099]"
3147,3147,3116468375888400,3116468388941300,3116468389979100,1.0378,3116468388941300,3116468389979100,1.0378,True,,,IDLE,IDLE,19592,3116468.3811247,3116468381124700,7.863500155508518,19592,0,1.6039,54.9736,"[-3.2631880309114107, -5.712256604519349, -8.537476285911833]","[2.201391411145999, -0.5678432282783562, 0.7796779356814486]","[1.878222222222232, -76.70615505499975, 18.61443611223401, 3.143065645802756, 0.12037387344781694, 0.774048972219815]","[1.878222222222229, -3.9271269169692005, 3.4219452656783957, 1.0666451300559596, 0.12579820016131754, 0.7740448448180013]"
3148,3148,3116468425888400,3116468429038800,3116468430556500,1.5177,3116468429038800,3116468430556500,1.5177,True,,,IDLE,IDLE,19597,3116468.4211388,3116468421138800,8.2566998898983,19598,1,1.0378,40.5774,"[-5.416483726359003, -5.954825566488645, -9.349098830896793]","[2.2825278255512993, -0.8657433963236176, 0.7530070432270743]","[1.700444444444454, -76.70615505499975, 19.829092696588482, 3.445448274409701, 0.14403141386202706, 0.7497614332012715]","[1.7004444444444482, -3.9271457023323535, 4.636572224632925, 1.369023810315074, 0.14945679043889687, 0.749757307347993]"
3149,3149,3116468475888400,3116468477001100,3116468477973800,0.9727,3116468477001100,3116468477973800,0.9727,True,,,IDLE,IDLE,19603,3116468.4689763,3116468468976300,8.056499995291233,19603,0,1.5177,47.4173,"[-3.6737752899060903, -4.823551910604147, -9.885517072281845]","[2.3809414733691208, -0.7182116258503904, 0.7548727756885607]","[1.3448888888888986, -77.27619292782308, 19.019321640352167, 3.143065645802756, 0.21500403510465738, 0.7497614332012715]","[1.344888888888896, -4.497217493129369, 3.8268108809853487, 1.0666424354922408, 0.22042879125520248, 0.7497573064259092]"
3150,3150,3116468525888400,3116468533052400,3116468534675800,1.6234,3116468533052400,3116468534675800,1.6234,True,,,IDLE,IDLE,19610,3116468.5252485,3116468525248500,7.9529001377522945,19610,0,0.9727,56.702,"[-3.2808698850778075, -4.666370663205727, -7.968584482825353]","[1.6446141971075576, -0.44665666752971966, 0.7294776549936441]","[1.3448888888888986, -76.51614243072531, 18.61443611223401, 3.243859855338404, 0.002086171376766406, 0.7254738941827281]","[1.3448888888888955, -3.7371411577112923, 3.4219237199318204, 1.167436468065516, 0.007511261627246508, 0.7254697679071209]"
3151,3151,3116468575888400,3116468589279900,3116468590381200,1.1013,3116468589279900,3116468590381200,1.1013,True,,,IDLE,IDLE,19617,3116468.5811595,3116468581159500,8.151799906045198,19617,0,1.6234,55.7054,"[-3.0733117707206214, -4.2881529684507935, -8.105406784263348]","[1.551854576047217, -0.3489518609025099, 0.7299323742328983]","[1.1671111111111208, -76.70615505499975, 18.61443611223401, 3.243859855338404, -0.06888644986586392, 0.7254738941827281]","[1.1671111111111174, -3.9271467791545405, 3.421916717100121, 1.1674354284457356, -0.06346107078151325, 0.7254697684703698]"
3152,3152,3116468625888400,3116468636942300,3116468638224600,1.2823,3116468636942300,3116468638224600,1.2823,True,,,IDLE,IDLE,19623,3116468.629114,3116468629114000,7.8896996565163136,19623,0,1.1013,47.8434,"[-2.670785339541228, -3.77017422358653, -8.449136439610875]","[2.0304838557179807, -0.3741310531704096, 0.6834884122899513]","[0.989333333333343, -76.8961676792742, 18.41199334817493, 2.9414772267314597, 0.002086171376766406, 0.6768988161456411]","[0.989333333333345, -4.117167769408837, 3.2194823190209103, 0.8650538741530438, 0.007510977755886076, 0.6768946895815887]"
3153,3153,3116468675888400,3116468685162900,3116468686117100,0.9542,3116468685162900,3116468686117100,0.9542,True,,,IDLE,IDLE,19629,3116468.6771536,3116468677153600,8.051800075918436,19629,0,1.2823,47.8925,"[-3.9911537144654963, -4.699092748595275, -9.619609232077531]","[2.5302307220005904, -0.5459789410592808, 0.6357770851417051]","[1.3448888888888986, -77.27619292782308, 19.322985786440785, 2.9918743314992837, 0.002086171376766406, 0.6283237381085541]","[1.3448888888888915, -4.497182548452798, 4.130488493165094, 0.91545291589284, 0.007510450316721531, 0.628319610629314]"
3154,3154,3116468725888400,3116468733138900,3116468735069100,1.9302,3116468733138900,3116468735069100,1.9302,True,,,IDLE,IDLE,19635,3116468.7252052,3116468725205200,8.089100010693073,19635,0,0.9542,48.952,"[-4.528037788912158, -5.296287628524803, -7.618960235352218]","[2.1455503874808604, -0.7271887756612846, 0.7050455349769283]","[1.5226666666666764, -75.94610455790199, 19.019321640352167, 3.1934627505705806, 0.12037387344781694, 0.7011863551641846]","[1.5226666666666746, -3.16711136411989, 3.826817327281889, 1.1170404402604697, 0.12579867780127257, 0.7011822284718732]"
3155,3155,3116468775888400,3116468789016100,3116468790154600,1.1385,3116468789016100,3116468790154600,1.1385,True,,,IDLE,IDLE,19642,3116468.7811406,3116468781140600,7.939500268548727,19642,0,1.9302,55.0855,"[-5.043032570742809, -4.628546805686283, -8.571529069449072]","[2.1687114996850863, -0.651422138947861, 0.6087135672832404]","[1.1671111111111208, -76.51614243072531, 19.626649932529403, 3.1934627505705806, -0.0215713690374437, 0.6040361990900106]","[1.167111111111116, -3.7371589159557317, 4.434131093086743, 1.1170384635792256, -0.016146326131143425, 0.6040320727426014]"
3156,3156,3116468825888400,3116468829003600,3116468830334000,1.3304,3116468829003600,3116468830334000,1.3304,True,,,IDLE,IDLE,19647,3116468.821071,3116468821071000,8.004900068044662,19647,0,1.1385,40.1794,"[-4.720573961683508, -5.852814292870875, -8.27036671064497]","[2.832631352324659, -0.6882878351642303, 0.8059671266025992]","[1.700444444444454, -76.32612980645088, 19.322985786440785, 3.092668541034932, 0.04940125220518662, 0.7983365112383585]","[1.7004444444444524, -3.5471288193408697, 4.130473680042652, 1.0162451513954718, 0.05482605650619239, 0.7983323845390103]"
3157,3157,3116468875888400,3116468885233500,3116468886570300,1.3368,3116468885233500,3116468886570300,1.3368,True,,,IDLE,IDLE,19654,3116468.8771326,3116468877132600,8.177599869668484,19654,0,1.3304,56.2363,"[-3.7825050090017895, -5.356410283000596, -8.690755599594866]","[1.4115576943362524, -0.6253568290585125, 0.6780748175806629]","[1.700444444444454, -76.70615505499975, 18.918100258322628, 3.445448274409701, 0.12037387344781694, 0.6768988161456411]","[1.700444444444452, -3.927121513489382, 3.7255798029062994, 1.3690236655397272, 0.12579901387442316, 0.6768946900743072]"
3158,3158,3116468925888400,3116468933899200,3116468935137300,1.2381,3116468933899200,3116468935137300,1.2381,True,,,IDLE,IDLE,19660,3116468.9252154,3116468925215400,8.795900270342827,19660,0,1.3368,48.567,"[-3.4817598911958614, -5.830033928220939, -10.321034854477162]","[3.2234591793676137, -0.3943148533134607, 0.8106529496299226]","[1.878222222222232, -77.84623080064641, 19.322985786440785, 2.8910801219636353, -0.09254399028007403, 0.7983365112383585]","[1.8782222222222262, -5.0672214479790085, 4.130465314485228, 0.8146556578690083, -0.08711861370320421, 0.7983323853850799]"
3159,3159,3116468975888400,3116468989138000,3116468990593600,1.4556,3116468989138000,3116468990593600,1.4556,True,,,IDLE,IDLE,19667,3116468.98124,3116468981240000,7.967999670654535,19667,0,1.2381,55.4563,"[-4.532094375521872, -5.941486486737308, -8.186280694227609]","[2.434608591453083, -0.6592004383904561, 0.7071125818111127]","[1.878222222222232, -76.32612980645088, 19.221764404411246, 3.143065645802756, 0.04940125220518662, 0.7011863551641846]","[1.8782222222222293, -3.5471277429408588, 4.029251221613629, 1.0666422188205238, 0.054826053569321756, 0.7011822283182917]"
3160,3160,3116469025888400,3116469029123800,3116469030538600,1.4148,3116469029123800,3116469030538600,1.4148,True,,,IDLE,IDLE,19672,3116469.0212354,3116469021235400,7.957800291478634,19672,0,1.4556,39.945,"[-3.290595830239552, -4.393492780931964, -8.836278714790984]","[1.9212181374593948, -0.5464698051625572, 0.7542020070397413]","[1.1671111111111208, -76.8961676792742, 18.71565749426355, 3.1934627505705806, 0.09671633303360683, 0.7497614332012715]","[1.167111111111118, -4.117148143004215, 3.5231510440886478, 1.1170402210812642, 0.10214089622181347, 0.7497573060090643]"
3161,3161,3116469075888400,3116469077296200,3116469078594800,1.2986,3116469077296200,3116469078594800,1.2986,True,,,IDLE,IDLE,19678,3116469.0690714,3116469069071400,8.278300054371357,19678,0,1.4148,48.0562,"[-4.740361086695441, -5.118682847375604, -8.566683941590377]","[1.4747120257801514, -0.6775880355982988, 0.7507652935881401]","[1.3448888888888986, -76.51614243072531, 19.424207168470325, 3.596639588713174, 0.04940125220518662, 0.7497614332012715]","[1.3448888888888981, -3.7371403667929712, 4.231693985250379, 1.5202161618718621, 0.05482605399868714, 0.7497573063610031]"
3162,3162,3116469125888400,3116469141052200,3116469142243000,1.1908,3116469141052200,3116469142243000,1.1908,True,,,IDLE,IDLE,19686,3116469.1331658,3116469133165800,7.957799825817347,19686,0,1.2986,63.6482,"[-3.770658958594171, -4.720368039734337, -8.069308121175801]","[1.9649664131487046, -0.4643538229816088, 0.6823207332471882]","[1.3448888888888986, -76.51614243072531, 18.918100258322628, 3.143065645802756, -0.04522890945165381, 0.6768988161456411]","[1.3448888888888961, -3.7371255706358255, 3.725572278945032, 1.0666401000124415, -0.03980381887670818, 0.676894689861585]"
3163,3163,3116469175888400,3116469188963800,3116469190195400,1.2316,3116469188963800,3116469190195400,1.2316,True,,,IDLE,IDLE,19692,3116469.1811131,3116469181113100,7.922499906271696,19692,0,1.1908,47.9524,"[-6.245791343987724, -6.553773991208465, -9.012457381271865]","[2.5084183329224263, -0.9962705939165495, 0.7771933022826004]","[1.878222222222232, -76.32612980645088, 20.1327568426771, 3.4958453791775255, 0.16768895427623715, 0.774048972219815]","[1.878222222222227, -3.5471384987773575, 4.940230210330514, 1.4194200127161154, 0.1731139967007224, 0.7740448458597445]"
3164,3164,3116469225888400,3116469229022000,3116469230368800,1.3468,3116469229022000,3116469230368800,1.3468,True,,,IDLE,IDLE,19697,3116469.2211268,3116469221126800,7.966700010001659,19697,0,1.2316,40.1734,"[-3.9198561169979604, -5.996637286256473, -7.558977397196857]","[1.7947310996366967, -0.5503298421221212, 0.6563839236387211]","[2.05600000000001, -76.13611718217643, 18.81687887629309, 3.243859855338404, 0.025743711790976516, 0.6526112771270975]","[2.056000000000008, -3.357142033809083, 3.62436840325266, 1.1674366425203968, 0.031168181562681325, 0.6526071499223699]"
3165,3165,3116469275888400,3116469285192900,3116469286399400,1.2065,3116469285192900,3116469286399400,1.2065,True,,,IDLE,IDLE,19704,3116469.2770404,3116469277040400,8.238600101321936,19704,0,1.3468,56.0306,"[-3.6120088275333733, -5.084028170538697, -10.033586778944773]","[2.3628474956599614, -0.6150745218102593, 0.7314571327096632]","[1.5226666666666764, -77.46620555209752, 19.120543022381707, 3.143065645802756, 0.12037387344781694, 0.7254738941827281]","[1.5226666666666753, -4.687221011045565, 3.9280473620416423, 1.0666444071587233, 0.12579781828783604, 0.7254697662037329]"
3166,3166,3116469325888400,3116469333082900,3116469334453300,1.3704,3116469333082900,3116469334453300,1.3704,True,,,IDLE,IDLE,19710,3116469.3252051,3116469325205100,7.9955002292990685,19710,0,1.2065,48.0539,"[-4.694171063717082, -5.616748799818371, -10.188615615066265]","[1.9724189824279128, -0.8184277562639436, 0.6790451167729162]","[1.700444444444454, -77.27619292782308, 19.626649932529403, 3.445448274409701, 0.19134649469044723, 0.6768988161456411]","[1.7004444444444513, -4.497199230293518, 4.434145115712296, 1.369025921741832, 0.1967707233493533, 0.6768946884480543]"
3167,3167,3116469375888400,3116469389075400,3116469390026700,0.9513,3116469389075400,3116469390026700,0.9513,True,,,IDLE,IDLE,19717,3116469.3809212,3116469380921200,8.18559993058443,19717,0,1.3704,55.5734,"[-4.543371444552052, -4.480015369729383, -8.447770646417341]","[1.3595733805831234, -0.6271208204457888, 0.6049331030214049]","[1.1671111111111208, -76.51614243072531, 19.322985786440785, 3.445448274409701, 0.025743711790976516, 0.6040361990900106]","[1.167111111111115, -3.7371498100182237, 4.130482046445618, 1.3690259589436886, 0.03116794295738621, 0.604032071533344]"
3168,3168,3116469425888400,3116469437086200,3116469437951800,0.8656,3116469437086200,3116469437951800,0.8656,True,,,IDLE,IDLE,19723,3116469.4288983,3116469428898300,8.216099813580513,19723,0,0.9513,47.9251,"[-5.66126204594135, -5.704426423070096, -9.275846388576376]","[2.56328351373683, -0.994609934795961, 0.7531904902718384]","[1.5226666666666764, -76.51614243072531, 19.829092696588482, 3.3446540648740526, 0.23866157551886746, 0.7497614332012715]","[1.5226666666666728, -3.737149524114187, 4.636588670689251, 1.2682317517746102, 0.24408609263475234, 0.7497573060683459]"
3169,3169,3116469475888400,3116469477185300,3116469478111900,0.9266,3116469477185300,3116469478111900,0.9266,True,,,IDLE,IDLE,19728,3116469.469006,3116469469006000,8.205600082874298,19728,0,0.8656,40.1601,"[-3.962271825641181, -4.862190454918887, -8.437222620529989]","[1.9653727167483797, -0.46553247962461164, 0.7308895172142232]","[1.3448888888888986, -76.70615505499975, 19.120543022381707, 3.243859855338404, -0.06888644986586392, 0.7254738941827281]","[1.3448888888888955, -3.927153781985737, 3.928030630079517, 1.167436468065516, -0.06346135961538382, 0.7254697679071209]"
3170,3170,3116469525888400,3116469533077100,3116469534429900,1.3528,3116469533077100,3116469534429900,1.3528,True,,,IDLE,IDLE,19735,3116469.5253553,3116469525355300,7.84939993172884,19735,0,0.9266,56.318,"[-5.041146816721361, -6.63055195843528, -9.467865240194692]","[3.2694611299444003, -0.7570833537342186, 0.8317772619391977]","[2.05600000000001, -76.8961676792742, 19.727871314558943, 3.092668541034932, 0.07305879261939673, 0.822624050256902]","[2.056000000000007, -4.117165043111484, 4.535357559108556, 1.0162451190677393, 0.07848416674121057, 0.8226199242697398]"
3171,3171,3116469575888400,3116469589346300,3116469590806800,1.4605,3116469589346300,3116469590806800,1.4605,True,,,IDLE,IDLE,19742,3116469.5810874,3116469581087400,8.32289969548583,19742,0,1.3528,56.3769,"[-4.327387817494992, -5.847633745553155, -8.91747819487316]","[3.3856488521692207, -0.6905942530090959, 0.687239524470056]","[1.878222222222232, -76.70615505499975, 19.221764404411246, 2.739888807660163, 0.09671633303360683, 0.6768988161456411]","[1.8782222222222298, -3.927135232825748, 4.029257668332285, 0.6634662805374432, 0.10214118217128788, 0.6768946893771748]"
3172,3172,3116469625888400,3116469637005300,3116469638346400,1.3411,3116469637005300,3116469638346400,1.3411,True,,,IDLE,IDLE,19748,3116469.6291211,3116469629121100,7.964199874550104,19748,0,1.4605,47.5396,"[-3.165085405636018, -6.64585878505831, -8.624952990576086]","[2.054594630562089, -0.4344360756435191, 0.7801991141743027]","[2.411555555555565, -76.8961676792742, 18.71565749426355, 3.243859855338404, 0.002086171376766406, 0.774048972219815]","[2.4115555555555597, -4.117131461165613, 3.5231585676299186, 1.1674382629104731, 0.007510784846022472, 0.7740448452459543]"
