subject_id,trajectory_id,axis_value,J_truth,profile_axis,axis_step,truth_role
heavy_leg,asym_h+0.000_k+0.000_p-0.00500,-0.005,1.00003825354,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p-0.00250,-0.0025,1.00001804522,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.00000,0,1,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.00250,0.0025,0.999982440146,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.00500,0.005,0.999967038328,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.00750,0.0075,0.999953208313,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.01000,0.01,0.999940974348,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.01250,0.0125,0.999930290174,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.01500,0.015,0.999921169032,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.01750,0.0175,0.999913666454,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.02000,0.02,0.99990800775,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.02250,0.0225,0.999903814923,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.02500,0.025,0.999900871931,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.02750,0.0275,0.999899487236,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
heavy_leg,asym_h+0.000_k+0.000_p+0.03000,0.03,0.999900060486,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
