pair_id,selection_hash,coordinate,trust_level,trust_step,location_class,trajectory_i,trajectory_j,alpha_i_hip,alpha_i_knee,alpha_i_phase,alpha_j_hip,alpha_j_knee,alpha_j_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,alpha_distance_formal_grid_steps,alpha_distance_definition,canonical_orientation,reverse_pair_error_is_symmetric,inside_existing_generator_bounds,geometrically_admissible_pair,search_range_expanded,truth_used_for_pair_enumeration,final_truth_landscape_used_for_pair_enumeration,within_stratum_hash_rank,predicted_delta_J,truth_delta_J,e_delta_J,outcome_status,used_for_model_fitting,used_for_adaptation_update,heldout_final_test,used_by_P2_V1,formal_P2_V2_guard_input,threshold_frozen,plan_must_be_hashed_before_outcome_evaluation
dlv_pair_01022e481d043c0dc165a281,01022e481d043c0dc165a2817512daa6d1bc4c2c39208e81ba9d7b34abb74c4f,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k-3.250_p-0.02500,asym_h-4.000_k-3.250_p-0.02500,-5,-3.25,-0.025,-4,-3.25,-0.025,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_010eb38898727ee0537df897,010eb38898727ee0537df897c474f563c74fc81f32681207baa6bc17d50e3ada,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k-2.250_p-0.02000,asym_h-4.000_k-2.250_p-0.02000,-5,-2.25,-0.02,-4,-2.25,-0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_01594228842d25543a081ccb,01594228842d25543a081ccbefbf9dc907c86d064e7add564b4359155ec99dff,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k+1.750_p+0.02250,asym_h-4.000_k+1.750_p+0.02250,-5,1.75,0.0225,-4,1.75,0.0225,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02059c858883906003903743,02059c858883906003903743e0cb5fd13888499850543126f93e2c9406cdc323,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k-3.500_p-0.03000,asym_h-4.000_k-3.500_p-0.03000,-5,-3.5,-0.03,-4,-3.5,-0.03,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02099ef2c03b1d1153d525cf,02099ef2c03b1d1153d525cfad1f295fef50502bbbd01e2ad860f972398b241c,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k+0.250_p+0.00750,asym_h-4.000_k+0.250_p+0.00750,-5,0.25,0.0075,-4,0.25,0.0075,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0218e42c1f18f8a765298bf0,0218e42c1f18f8a765298bf0be2c5a7b4d66391331598ee676cee1c62b8fd777,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k-2.250_p+0.00250,asym_h-4.000_k-2.250_p+0.00250,-5,-2.25,0.0025,-4,-2.25,0.0025,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02ad696f27dad602fcffbdfe,02ad696f27dad602fcffbdfeb198246f4fae99825dbe1b0b5f5762095c8b0b1a,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k+1.250_p+0.02750,asym_h-4.000_k+1.250_p+0.02750,-5,1.25,0.0275,-4,1.25,0.0275,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_03757dd3e21bea8254c41d21,03757dd3e21bea8254c41d21d5bf3476c3104486b9b74b880d4dd55b9c0ddf87,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k-3.000_p-0.03000,asym_h-4.000_k-3.000_p-0.03000,-5,-3,-0.03,-4,-3,-0.03,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_049bef5738f7facd40580619,049bef5738f7facd40580619b680949537d3fc4e97ee056db367ee7daca04c53,hip,INITIAL,1,LOWER_EDGE,asym_h-5.000_k+1.000_p-0.02750,asym_h-4.000_k+1.000_p-0.02750,-5,1,-0.0275,-4,1,-0.0275,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00150e4c1cca9c8fb7db13ce,00150e4c1cca9c8fb7db13ced74c28833fee0a25950e0dcbdc6148d86935680e,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k+1.250_p-0.02250,asym_h+2.000_k+1.250_p-0.02250,1,1.25,-0.0225,2,1.25,-0.0225,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_003f15082fe441e37e0843a2,003f15082fe441e37e0843a235e8d19ebd45abef0cafe5bba58ebb1bc9400363,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k+1.250_p+0.02000,asym_h+2.000_k+1.250_p+0.02000,1,1.25,0.02,2,1.25,0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0094a54fa8311a0796801a95,0094a54fa8311a0796801a95989fb59c9941c60b038c3ae1306b21c5a0b7fb85,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-0.250_p+0.00000,asym_h+2.000_k-0.250_p+0.00000,1,-0.25,0,2,-0.25,0,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_01bbeb06e5117a388a465422,01bbeb06e5117a388a4654221780f6aa2a4cb82d1d6c59a13a672a5cbfb6b73b,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-1.000_p-0.02000,asym_h+2.000_k-1.000_p-0.02000,1,-1,-0.02,2,-1,-0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_020ddaff557e2fb95d61662f,020ddaff557e2fb95d61662f2ab14fa6f532c22daaa191802d1bdcf6a92f7388,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-0.750_p-0.00250,asym_h+2.000_k-0.750_p-0.00250,1,-0.75,-0.0025,2,-0.75,-0.0025,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02c470805a1206d26f126db7,02c470805a1206d26f126db716908e3e49370d220ad96ba1d189dd991072fb63,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k+0.750_p-0.02000,asym_h+2.000_k+0.750_p-0.02000,1,0.75,-0.02,2,0.75,-0.02,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0310774f5a62e7c69b5f76c2,0310774f5a62e7c69b5f76c2268b4e0e0d9d750e4019c20616442bb8a86c9d58,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k+1.250_p-0.01750,asym_h+2.000_k+1.250_p-0.01750,1,1.25,-0.0175,2,1.25,-0.0175,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0319b01c3597af139380e340,0319b01c3597af139380e340fc9bf4240b035e3826d575df3c12040e34931a64,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-2.750_p+0.00750,asym_h+2.000_k-2.750_p+0.00750,1,-2.75,0.0075,2,-2.75,0.0075,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0342a3da02cab3f0cb1f41d4,0342a3da02cab3f0cb1f41d4f39210706fdda218e65d76013f65c6a9b6369ef0,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-3.750_p+0.01500,asym_h+2.000_k-3.750_p+0.01500,1,-3.75,0.015,2,-3.75,0.015,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_039cb47d76ff8ace757536b8,039cb47d76ff8ace757536b8aa2ded92ed2837005ac1bbf35ec0860841743993,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-0.250_p-0.00500,asym_h+2.000_k-0.250_p-0.00500,1,-0.25,-0.005,2,-0.25,-0.005,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_03ca6b6e207f0b2ff2daa2be,03ca6b6e207f0b2ff2daa2be6d4cadbd8c502a55ee8c3baa19cb733ecaf218b1,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k-0.250_p-0.03000,asym_h+2.000_k-0.250_p-0.03000,1,-0.25,-0.03,2,-0.25,-0.03,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_03ddf03ac10e3926033b9d0b,03ddf03ac10e3926033b9d0b15b3002f24b8006e15bb785bbb741c0b860974c9,hip,INITIAL,1,UPPER_EDGE,asym_h+1.000_k+2.000_p-0.01000,asym_h+2.000_k+2.000_p-0.01000,1,2,-0.01,2,2,-0.01,1,0,0,4,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0005c90608d3de5086a94fa7,0005c90608d3de5086a94fa7a9098ee03680b3c6c142d39997ab74e5e76e2852,knee,MINIMUM,0.25,INTERIOR,asym_h-0.750_k-3.000_p-0.01750,asym_h-0.750_k-2.750_p-0.01750,-0.75,-3,-0.0175,-0.75,-2.75,-0.0175,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_00097d643d4fd0153d035a32,00097d643d4fd0153d035a32ad49e1e45ba9f4f3659f4461ad66a5cb16d32f28,knee,MINIMUM,0.25,INTERIOR,asym_h-1.250_k+0.000_p-0.02750,asym_h-1.250_k+0.250_p-0.02750,-1.25,0,-0.0275,-1.25,0.25,-0.0275,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_000a7c2910bf523451df6bcb,000a7c2910bf523451df6bcb3d601a8ae4ecca4cd984421dd369641adf60adcd,knee,MINIMUM,0.25,INTERIOR,asym_h+0.000_k-3.500_p-0.01000,asym_h+0.000_k-3.250_p-0.01000,0,-3.5,-0.01,0,-3.25,-0.01,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_000aad9acfd5e693e3c0cb37,000aad9acfd5e693e3c0cb375a352592fc336a39a9377a20eefb24cd66966b50,knee,MINIMUM,0.25,INTERIOR,asym_h+0.000_k+0.250_p+0.02500,asym_h+0.000_k+0.500_p+0.02500,0,0.25,0.025,0,0.5,0.025,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_000b40f0d5e083ac74e139b7,000b40f0d5e083ac74e139b76272ebd106fb31f689d894258df3e82898c26cd0,knee,MINIMUM,0.25,INTERIOR,asym_h-0.500_k-4.250_p-0.00750,asym_h-0.500_k-4.000_p-0.00750,-0.5,-4.25,-0.0075,-0.5,-4,-0.0075,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0012b0d1d5d8f372619532ac,0012b0d1d5d8f372619532ac5cad13491e5ffc89d8366bac8792e21ff9c3b96a,knee,MINIMUM,0.25,INTERIOR,asym_h+0.250_k-1.250_p-0.02250,asym_h+0.250_k-1.000_p-0.02250,0.25,-1.25,-0.0225,0.25,-1,-0.0225,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0015b62a400f165bdc63f003,0015b62a400f165bdc63f003d328be20b9b715e16bd2577eec048ac64fe7cc10,knee,MINIMUM,0.25,INTERIOR,asym_h+1.250_k-0.500_p-0.01750,asym_h+1.250_k-0.250_p-0.01750,1.25,-0.5,-0.0175,1.25,-0.25,-0.0175,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0016bcb3e1eb50547bd0ad02,0016bcb3e1eb50547bd0ad02ed3c6891f1ec978ad5333fa248ee99c5c1755b0b,knee,MINIMUM,0.25,INTERIOR,asym_h-2.500_k-4.250_p+0.01500,asym_h-2.500_k-4.000_p+0.01500,-2.5,-4.25,0.015,-2.5,-4,0.015,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001730bf50bacb398b1d63b8,001730bf50bacb398b1d63b8a161d97c1ef1acac3c55762fbf504dada7f9d476,knee,MINIMUM,0.25,INTERIOR,asym_h-3.500_k+1.000_p+0.01000,asym_h-3.500_k+1.250_p+0.01000,-3.5,1,0.01,-3.5,1.25,0.01,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001799ad1eafaf2224b026f9,001799ad1eafaf2224b026f9fdbfd27f62a02d749da966c86b75e1821040f98b,knee,MINIMUM,0.25,INTERIOR,asym_h-1.000_k-0.500_p-0.03000,asym_h-1.000_k-0.250_p-0.03000,-1,-0.5,-0.03,-1,-0.25,-0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0018fc8da219d19de6467b4b,0018fc8da219d19de6467b4b48045e772ec68d84f7cd726b6e13702a561c3018,knee,MINIMUM,0.25,INTERIOR,asym_h+1.500_k+1.250_p-0.02500,asym_h+1.500_k+1.500_p-0.02500,1.5,1.25,-0.025,1.5,1.5,-0.025,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_001c7dd824926825f292a9b2,001c7dd824926825f292a9b268931b1940289779b41b0a3ce3182404f4e00c7d,knee,MINIMUM,0.25,INTERIOR,asym_h-2.750_k-4.500_p-0.02500,asym_h-2.750_k-4.250_p-0.02500,-2.75,-4.5,-0.025,-2.75,-4.25,-0.025,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,12,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0024e735b21721e3355c736f,0024e735b21721e3355c736fc16239d4f353319b2f3e4a0aa2d5486cc1c99e3d,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-3.500_k-5.000_p-0.01500,asym_h-3.500_k-4.750_p-0.01500,-3.5,-5,-0.015,-3.5,-4.75,-0.015,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,1,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_011f69ed957f70c5bed7c5c6,011f69ed957f70c5bed7c5c60886c8493fbda61d73d8151269d394c0004ebc80,knee,MINIMUM,0.25,LOWER_EDGE,asym_h+1.750_k-5.000_p+0.02500,asym_h+1.750_k-4.750_p+0.02500,1.75,-5,0.025,1.75,-4.75,0.025,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,2,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_0181a86794f9552af62d40cd,0181a86794f9552af62d40cdaaec218272cbcbbf48d0bac0c5f3a76dd38ecd25,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-3.500_k-5.000_p+0.03000,asym_h-3.500_k-4.750_p+0.03000,-3.5,-5,0.03,-3.5,-4.75,0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,3,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_019cf1eacec08aaf82c9187d,019cf1eacec08aaf82c9187d9b2cd79f8cb402bb2be8a696d53d4424b65d35b9,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-2.000_k-5.000_p+0.02750,asym_h-2.000_k-4.750_p+0.02750,-2,-5,0.0275,-2,-4.75,0.0275,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,4,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02846e57cf115d11094bbe76,02846e57cf115d11094bbe764e31b5f827f376ac3cb4d322698cdf4f088917c4,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-4.250_k-5.000_p-0.01250,asym_h-4.250_k-4.750_p-0.01250,-4.25,-5,-0.0125,-4.25,-4.75,-0.0125,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,5,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_028b11cb003fc6901534c1b1,028b11cb003fc6901534c1b191200eeb9b0a0e11a420c962917952a3667154c8,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-2.750_k-5.000_p-0.03000,asym_h-2.750_k-4.750_p-0.03000,-2.75,-5,-0.03,-2.75,-4.75,-0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,6,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02ac7e3cdc3622392637e8a5,02ac7e3cdc3622392637e8a5878cf48c4a49169351ee9bfc3caa090ca48dd34b,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-4.250_k-5.000_p+0.00500,asym_h-4.250_k-4.750_p+0.00500,-4.25,-5,0.005,-4.25,-4.75,0.005,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,7,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02eca0df6507289735080c6c,02eca0df6507289735080c6ccab2477ffd62504dd3cbe653f9fd86be8cb999a5,knee,MINIMUM,0.25,LOWER_EDGE,asym_h+2.000_k-5.000_p+0.01750,asym_h+2.000_k-4.750_p+0.01750,2,-5,0.0175,2,-4.75,0.0175,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,8,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02f36c3902012d7362309ea0,02f36c3902012d7362309ea02454f095cf69762f47ce715a20d589e2e207f934,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-3.750_k-5.000_p+0.02250,asym_h-3.750_k-4.750_p+0.02250,-3.75,-5,0.0225,-3.75,-4.75,0.0225,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,9,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02f4d8b3847033abc840c6da,02f4d8b3847033abc840c6da55607196641d7fa372f1f2c182c8f66c3be555b6,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-2.250_k-5.000_p+0.00500,asym_h-2.250_k-4.750_p+0.00500,-2.25,-5,0.005,-2.25,-4.75,0.005,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,10,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
dlv_pair_02fd2dfd27f208c4ce51b69a,02fd2dfd27f208c4ce51b69ac6a7280400d4f21d43dafc07161a9851ca1aaf34,knee,MINIMUM,0.25,LOWER_EDGE,asym_h-0.500_k-5.000_p+0.03000,asym_h-0.500_k-4.750_p+0.03000,-0.5,-5,0.03,-0.5,-4.75,0.03,0,0.25,0,1,NORMALIZED_FORMAL_GENERATOR_GRID_NOT_PHYSICAL_DISTANCE,LOWER_COORDINATE_TO_HIGHER_COORDINATE,True,True,True,False,False,False,11,,,,PENDING_INDEPENDENT_EVALUATION_AFTER_PLAN_FREEZE,False,False,False,False,False,False,True
