pair_id,case_id,subject_id,scenario_name,iteration,current_trajectory_id,candidate_trajectory_id,current_alpha_hip,current_alpha_knee,current_alpha_phase,candidate_alpha_hip,candidate_alpha_knee,candidate_alpha_phase,delta_alpha_hip,delta_alpha_knee,delta_alpha_phase,changed_coordinate,signed_coordinate_direction,alpha_distance_formal_grid_steps,alpha_distance_definition,physical_distance_used,inside_existing_generator_bounds,formal_lattice_current_member,formal_lattice_candidate_member,geometrically_admissible_pair,predicted_delta_J,truth_delta_J_posthoc,e_delta_J,model_supported,current_G0_would_exploit,true_improvement_posthoc,local_pair_role,research_metric_only,threshold_frozen,truth_used_by_formal_policy,truth_used_only_for_posthoc_metric,current_P2_modified,search_range_expanded,guard_id,uncertainty_metric,uncertainty_metric_role,would_exploit_counterfactual,missed_improvement_posthoc,false_improvement_posthoc,counterfactual_only,formal_policy_modified,trajectory_executed,truth_used_to_modify_formal_policy
local_pair_d08434772349bb72dad9,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+1.000_k-5.000_p+0.00000,0,-5,0,1,-5,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-4.54417742705e-05,-4.54417742705e-05,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_f08084c26374e6116ae6,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h-1.000_k-5.000_p+0.00000,0,-5,0,-1,-5,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,8.53397305144e-05,8.53397305146e-05,1.99994643242e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_f08084c26374e6116ae6,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h-1.000_k-5.000_p+0.00000,0,-5,0,-1,-5,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,8.53397305144e-05,8.53397305146e-05,1.99994643242e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_f08084c26374e6116ae6,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h-1.000_k-5.000_p+0.00000,0,-5,0,-1,-5,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,8.53397305144e-05,8.53397305146e-05,1.99994643242e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_855e4841f76cfc3c801c,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-4.000_p+0.00000,0,-5,0,0,-4,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00562809725397,0.00562809725397,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_855e4841f76cfc3c801c,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-4.000_p+0.00000,0,-5,0,0,-4,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00562809725397,0.00562809725397,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_855e4841f76cfc3c801c,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-4.000_p+0.00000,0,-5,0,0,-4,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00562809725397,0.00562809725397,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_822ecc436bd55eb2cf81,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p+0.01000,0,-5,0,0,-5,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-6.01922331004e-05,-6.01922331002e-05,2.00001419506e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_822ecc436bd55eb2cf81,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p+0.01000,0,-5,0,0,-5,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-6.01922331004e-05,-6.01922331002e-05,2.00001419506e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_822ecc436bd55eb2cf81,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p+0.01000,0,-5,0,0,-5,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-6.01922331004e-05,-6.01922331002e-05,2.00001419506e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_47520dd05e546cb75d8b,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p-0.01000,0,-5,0,0,-5,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,7.58851572137e-05,7.58851572138e-05,1.00004097885e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_47520dd05e546cb75d8b,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p-0.01000,0,-5,0,0,-5,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,7.58851572137e-05,7.58851572138e-05,1.00004097885e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_47520dd05e546cb75d8b,hip_stiff__matched_linear,hip_stiff,matched_linear,14,asym_h+0.000_k-5.000_p+0.00000,asym_h+0.000_k-5.000_p-0.01000,0,-5,0,0,-5,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,7.58851572137e-05,7.58851572138e-05,1.00004097885e-16,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.450408659e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_754b8d40749d2ae7f10f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00148213901663,-0.00148213901663,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_754b8d40749d2ae7f10f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00148213901663,-0.00148213901663,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_754b8d40749d2ae7f10f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00148213901663,-0.00148213901663,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_902802502a69f1315c10,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00149384882476,0.00149384882476,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_902802502a69f1315c10,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00149384882476,0.00149384882476,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_902802502a69f1315c10,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00149384882476,0.00149384882476,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_07a9b0bc9c02eb97c14f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00449801438837,0.00449801438837,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_07a9b0bc9c02eb97c14f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00449801438837,0.00449801438837,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_07a9b0bc9c02eb97c14f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00449801438837,0.00449801438837,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_04af4bf7b6f4344d319f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00446718793104,-0.00446718793104,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_04af4bf7b6f4344d319f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00446718793104,-0.00446718793104,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_04af4bf7b6f4344d319f,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k-1.000_p+0.00000,0,0,0,0,-1,0,0,-1,0,knee,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00446718793104,-0.00446718793104,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_3212d3e7a2f8d5cdbe7c,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-8.62100324981e-05,-8.62100324982e-05,1.00004097885e-16,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_3212d3e7a2f8d5cdbe7c,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-8.62100324981e-05,-8.62100324982e-05,1.00004097885e-16,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_3212d3e7a2f8d5cdbe7c,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p+0.01000,0,0,0,0,0,0.01,0,0,0.01,phase,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-8.62100324981e-05,-8.62100324982e-05,1.00004097885e-16,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_1dcfcae48745367460f2,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,8.21324931477e-05,8.21324931477e-05,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_1dcfcae48745367460f2,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,8.21324931477e-05,8.21324931477e-05,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_1dcfcae48745367460f2,knee_stiff__matched_linear,knee_stiff,matched_linear,1,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+0.000_p-0.01000,0,0,0,0,0,-0.01,0,0,-0.01,phase,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,8.21324931477e-05,8.21324931477e-05,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_c12b560af0f93b0f2c47,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00148213901663,-0.00148213901663,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_c12b560af0f93b0f2c47,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00148213901663,-0.00148213901663,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_c12b560af0f93b0f2c47,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+1.000_k+0.000_p+0.00000,0,0,0,1,0,0,1,0,0,hip,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,-0.00148213901663,-0.00148213901663,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_c46f0d348287744871d8,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00149384882476,0.00149384882476,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
local_pair_c46f0d348287744871d8,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00149384882476,0.00149384882476,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G1_LOCAL_MAX_RESEARCH_METRIC,0.00170839435891,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_c46f0d348287744871d8,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h-1.000_k+0.000_p+0.00000,0,0,0,-1,0,0,-1,0,0,hip,NEGATIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00149384882476,0.00149384882476,0,True,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G2_LOCAL_P95_RESEARCH_METRIC,4.17454646833e-05,LEAVE_ONE_CASE_OUT_RESEARCH_METRIC,False,False,False,True,False,False,False
local_pair_d0e0fd49d7c79918242e,knee_stiff__matched_linear,knee_stiff,matched_linear,2,asym_h+0.000_k+0.000_p+0.00000,asym_h+0.000_k+1.000_p+0.00000,0,0,0,0,1,0,0,1,0,knee,POSITIVE,4,NORMALIZED_FORMAL_GENERATOR_GRID_L1_NOT_PHYSICAL_DISTANCE,False,True,True,True,True,0.00449801438837,0.00449801438837,0,False,False,False,RETROSPECTIVE_VIRTUAL_LOCAL_PROTOCOL_PROTOTYPE_NOT_FORMAL_CALIBRATION,True,False,False,True,False,False,G0_CURRENT_GLOBAL_GUARD_REPLAY,,CURRENT_P2_BEHAVIOR_REPLAY,False,False,False,False,False,False,False
